jaar;variabele;gem;SD;bron
2012;BHWPC_P;2.6;5.158;sdbc
2011;BHWPC_P;2.6;4.176;sdbc
2010;BHWPC_P;2.6;4.206;sdbc
2009;BHWPC_P;2.7;4.4;sdbc
2008;BHWPC_P;2.9;5.468;sdbc
2023;BHWPD_P;0.6;1.274;sdbc
2022;BHWPD_P;0.6;1.185;sdbc
2021;BHWPD_P;0.7;1.556;sdbc
2020;BHWPD_P;0.7;1.485;sdbc
2019;BHWPD_P;0.7;1.414;sdbc
2018;BHWPD_P;0.7;1.877;sdbc
2017;BHWPD_P;0.7;0.424;sdgeb22
2016;BHWPD_P;0.8;0.495;sdgeb22
2015;BHWPD_P;0.7;;
2014;BHWPD_P;1.2;;
2013;BHWPD_P;0.9;;
2012;BHWPD_P;0.6;;
2011;BHWPD_P;0.6;;
2010;BHWPD_P;0.6;;
2009;BHWPD_P;0.1;;
2008;BHWPD_P;0.1;;
2023;BHWPE_P;0.6;4.103;sdbc
2022;BHWPE_P;0.6;5.869;sdbc
2021;BHWPE_P;0.6;5.303;sdbc
2020;BHWPE_P;0.6;4.521;sdbc
2019;BHWPE_P;0.6;3.904;sdbc
2018;BHWPE_P;0.6;5.162;sdbc
2017;BHWPE_P;0.6;4.667;sdbc
2016;BHWPE_P;0.6;4.95;sdbc
2015;BHWPE_P;0.7;5.02;sdbc
2014;BHWPE_P;0.7;6.081;sdbc
2013;BHWPE_P;0.6;4.808;sdbc
2012;BHWPE_P;0.6;5.445;sdbc
2011;BHWPE_P;0.6;3.677;sdgeb22
2010;BHWPE_P;0.6;;
2009;BHWPE_P;0.5;;
2008;BHWPE_P;0.5;3.253;sdgeb22
2023;BHWPF_P;2.9;4.459;sdbc
2022;BHWPF_P;2.8;4.377;sdbc
2021;BHWPF_P;2.7;4.466;sdbc
2020;BHWPF_P;2.6;4.478;sdbc
2019;BHWPF_P;2.7;4.456;sdbc
2018;BHWPF_P;2.6;4.138;sdbc
2017;BHWPF_P;2.5;4.271;sdbc
2016;BHWPF_P;2.6;3.912;sdbc
2015;BHWPF_P;2.6;4.001;sdbc
2014;BHWPF_P;2.6;3.994;sdbc
2013;BHWPF_P;2.6;4.074;sdbc
2012;BHWPF_P;2.7;4.229;sdbc
2011;BHWPF_P;2.8;4.23;sdbc
2010;BHWPF_P;2.8;4.266;sdbc
2009;BHWPF_P;3.0;4.143;sdbc
2008;BHWPF_P;3.0;4.346;sdbc
2023;BHWPG1_P;4.3;4.71;sdbc
2022;BHWPG1_P;4.4;4.833;sdbc
2021;BHWPG1_P;4.3;4.691;sdbc
2020;BHWPG1_P;4.4;4.772;sdbc
2019;BHWPG1_P;4.4;5.075;sdbc
2018;BHWPG1_P;4.3;5.196;sdbc
2017;BHWPG1_P;4.4;5.73;sdbc
2016;BHWPG1_P;4.5;5.564;sdbc
2015;BHWPG1_P;4.5;5.73;sdbc
2014;BHWPG1_P;5.3;6.256;sdbc
2013;BHWPG1_P;5.2;6.352;sdbc
2012;BHWPG1_P;5.2;6.214;sdbc
2011;BHWPG1_P;5.3;6.152;sdbc
2010;BHWPG1_P;5.4;6.291;sdbc
2009;BHWPG1_P;5.5;6.503;sdbc
2008;BHWPG1_P;5.5;6.305;sdbc
2023;BHWPG2_P;6.2;4.066;sdbc
2022;BHWPG2_P;6.3;4.362;sdbc
2021;BHWPG2_P;6.2;4.411;sdbc
2020;BHWPG2_P;6.2;4.503;sdbc
2019;BHWPG2_P;6.3;4.63;sdbc
2018;BHWPG2_P;6.5;4.788;sdbc
2017;BHWPG2_P;6.5;4.759;sdbc
2016;BHWPG2_P;6.6;4.943;sdbc
2015;BHWPG2_P;6.6;4.887;sdbc
2014;BHWPG2_P;6.6;4.967;sdbc
2013;BHWPG2_P;6.6;5.049;sdbc
2012;BHWPG2_P;6.7;5.38;sdbc
2011;BHWPG2_P;6.7;5.344;sdbc
2010;BHWPG2_P;6.8;5.808;sdbc
2009;BHWPG2_P;7.0;6.405;sdbc
2008;BHWPG2_P;7.2;6.617;sdbc
2023;BHWPH_P;3.8;5.132;sdbc
2022;BHWPH_P;3.8;5.09;sdbc
2021;BHWPH_P;3.7;5.203;sdbc
2020;BHWPH_P;3.6;5.194;sdbc
2019;BHWPH_P;3.5;5.53;sdbc
2018;BHWPH_P;3.4;5.24;sdbc
2017;BHWPH_P;3.5;5.323;sdbc
2016;BHWPH_P;3.5;5.311;sdbc
2015;BHWPH_P;3.5;5.192;sdbc
2014;BHWPH_P;3.8;5.298;sdbc
2013;BHWPH_P;4.0;6.063;sdbc
2012;BHWPH_P;3.8;5.846;sdbc
2011;BHWPH_P;4.1;5.492;sdbc
2010;BHWPH_P;4.1;5.314;sdbc
2009;BHWPH_P;4.2;5.318;sdbc
2008;BHWPH_P;4.5;5.55;sdbc
2023;BHWPI_P;6.7;5.34;sdbc
2022;BHWPI_P;6.7;5.464;sdbc
2021;BHWPI_P;6.8;5.584;sdbc
2020;BHWPI_P;7.0;5.737;sdbc
2019;BHWPI_P;7.2;5.732;sdbc
2018;BHWPI_P;6.6;5.622;sdbc
2017;BHWPI_P;7.1;5.644;sdbc
2016;BHWPI_P;7.1;5.789;sdbc
2015;BHWPI_P;6.8;5.606;sdbc
2014;BHWPI_P;6.5;5.633;sdbc
2013;BHWPI_P;6.4;5.634;sdbc
2012;BHWPI_P;6.3;5.527;sdbc
2011;BHWPI_P;5.9;5.136;sdbc
2010;BHWPI_P;5.9;5.264;sdbc
2009;BHWPI_P;6.0;5.415;sdbc
2008;BHWPI_P;5.6;5.846;sdbc
2023;BHWPJ_P;8.6;5.085;sdbc
2022;BHWPJ_P;8.4;4.972;sdbc
2021;BHWPJ_P;8.4;4.599;sdbc
2020;BHWPJ_P;8.4;4.635;sdbc
2019;BHWPJ_P;8.4;4.637;sdbc
2018;BHWPJ_P;8.2;4.54;sdbc
2017;BHWPJ_P;8.1;4.617;sdbc
2016;BHWPJ_P;7.8;4.515;sdbc
2015;BHWPJ_P;7.6;4.503;sdbc
2014;BHWPJ_P;6.7;3.562;sdbc
2013;BHWPJ_P;6.6;3.542;sdbc
2012;BHWPJ_P;6.3;3.283;sdbc
2011;BHWPJ_P;6.4;3.611;sdbc
2010;BHWPJ_P;6.4;3.563;sdbc
2009;BHWPJ_P;6.3;3.602;sdbc
2008;BHWPJ_P;6.2;3.469;sdbc
2023;BHWPK_P;7.8;10.039;sdbc
2022;BHWPK_P;8.0;9.629;sdbc
2021;BHWPK_P;8.1;9.535;sdbc
2020;BHWPK_P;8.4;9.379;sdbc
2019;BHWPK_P;8.4;8.985;sdbc
2018;BHWPK_P;8.5;9.062;sdbc
2017;BHWPK_P;8.4;8.561;sdbc
2016;BHWPK_P;8.7;8.802;sdbc
2015;BHWPK_P;8.6;8.957;sdbc
2014;BHWPK_P;8.3;8.657;sdbc
2013;BHWPK_P;8.0;12.965;sdbc
2012;BHWPK_P;8.5;13.294;sdbc
2011;BHWPK_P;9.2;11.791;sdbc
2010;BHWPK_P;9.6;12.013;sdbc
2009;BHWPK_P;10.6;11.896;sdbc
2008;BHWPK_P;10.8;12.08;sdbc
2023;BHWPL_P;1.4;1.449;sdbc
2022;BHWPL_P;1.4;1.369;sdbc
2021;BHWPL_P;1.4;1.29;sdbc
2020;BHWPL_P;1.4;1.35;sdbc
2019;BHWPL_P;1.4;1.437;sdbc
2018;BHWPL_P;1.4;1.375;sdbc
2017;BHWPL_P;1.4;1.344;sdbc
2016;BHWPL_P;1.3;1.34;sdbc
2015;BHWPL_P;1.2;1.253;sdbc
2014;BHWPL_P;1.3;1.715;sdbc
2013;BHWPL_P;1.3;1.374;sdbc
2012;BHWPL_P;1.3;1.993;sdbc
2011;BHWPL_P;1.3;1.467;sdbc
2010;BHWPL_P;1.3;2.456;sdbc
2009;BHWPL_P;1.3;1.765;sdbc
2008;BHWPL_P;1.4;1.815;sdbc
2023;BHWPM_P;18.2;8.736;sdbc
2022;BHWPM_P;18.0;8.759;sdbc
2021;BHWPM_P;18.1;8.959;sdbc
2020;BHWPM_P;18.2;9.176;sdbc
2019;BHWPM_P;18.0;9.165;sdbc
2018;BHWPM_P;18.2;9.126;sdbc
2017;BHWPM_P;18.0;9.438;sdbc
2016;BHWPM_P;17.8;8.344;sdbc
2015;BHWPM_P;17.7;8.905;sdbc
2014;BHWPM_P;17.3;8.859;sdbc
2013;BHWPM_P;17.1;8.894;sdbc
2012;BHWPM_P;17.0;8.918;sdbc
2011;BHWPM_P;16.6;9.486;sdbc
2010;BHWPM_P;16.1;9.257;sdbc
2009;BHWPM_P;15.5;9.694;sdbc
2008;BHWPM_P;15.2;9.69;sdbc
2023;BHWPN_P;6.1;4.613;sdbc
2022;BHWPN_P;6.0;4.618;sdbc
2021;BHWPN_P;6.0;4.583;sdbc
2020;BHWPN_P;6.0;4.657;sdbc
2019;BHWPN_P;6.0;4.8;sdbc
2018;BHWPN_P;5.1;4.342;sdbc
2017;BHWPN_P;5.4;4.523;sdbc
2016;BHWPN_P;5.2;4.514;sdbc
2015;BHWPN_P;5.0;4.515;sdbc
2014;BHWPN_P;5.1;5.729;sdbc
2013;BHWPN_P;5.1;4.545;sdbc
2012;BHWPN_P;5.2;4.625;sdbc
2011;BHWPN_P;5.0;3.667;sdbc
2010;BHWPN_P;5.3;3.929;sdbc
2009;BHWPN_P;5.9;4.526;sdbc
2008;BHWPN_P;6.0;4.425;sdbc
2023;BHWPO_P;4.0;6.556;sdbc
2022;BHWPO_P;4.0;6.953;sdbc
2021;BHWPO_P;4.1;7.311;sdbc
2020;BHWPO_P;4.2;8.398;sdbc
2019;BHWPO_P;4.2;8.491;sdbc
2018;BHWPO_P;4.4;9.737;sdbc
2017;BHWPO_P;4.6;8.62;sdbc
2016;BHWPO_P;4.7;9.339;sdbc
2015;BHWPO_P;5.1;9.448;sdbc
2014;BHWPO_P;5.0;10.018;sdbc
2013;BHWPO_P;5.5;6.288;sdbc
2012;BHWPO_P;5.6;3.45;sdbc
2011;BHWPO_P;6.0;7.757;sdbc
2010;BHWPO_P;6.5;4.502;sdbc
2009;BHWPO_P;6.6;5.667;sdbc
2008;BHWPO_P;6.7;7.394;sdbc
2023;BHWPP_P;6.3;5.769;sdbc
2022;BHWPP_P;6.5;6.098;sdbc
2021;BHWPP_P;6.5;6.475;sdbc
2020;BHWPP_P;6.5;6.512;sdbc
2019;BHWPP_P;6.4;6.566;sdbc
2018;BHWPP_P;6.7;6.321;sdbc
2017;BHWPP_P;6.2;6.643;sdbc
2016;BHWPP_P;6.2;7.152;sdbc
2015;BHWPP_P;6.4;7.03;sdbc
2014;BHWPP_P;6.6;6.742;sdbc
2013;BHWPP_P;6.8;6.788;sdbc
2012;BHWPP_P;6.9;6.705;sdbc
2011;BHWPP_P;6.8;7.053;sdbc
2010;BHWPP_P;6.6;7.111;sdbc
2009;BHWPP_P;6.7;7.52;sdbc
2008;BHWPP_P;6.5;8.101;sdbc
2023;BHWPQ_P;13.1;11.456;sdbc
2022;BHWPQ_P;13.0;11.681;sdbc
2021;BHWPQ_P;13.0;11.846;sdbc
2020;BHWPQ_P;12.7;11.967;sdbc
2019;BHWPQ_P;12.5;11.979;sdbc
2018;BHWPQ_P;13.1;12.547;sdbc
2017;BHWPQ_P;12.9;12.351;sdbc
2016;BHWPQ_P;13.3;12.445;sdbc
2015;BHWPQ_P;13.7;12.852;sdbc
2014;BHWPQ_P;13.9;12.604;sdbc
2013;BHWPQ_P;14.2;13.117;sdbc
2012;BHWPQ_P;13.7;12.976;sdbc
2011;BHWPQ_P;13.7;12.898;sdbc
2010;BHWPQ_P;13.2;12.886;sdbc
2009;BHWPQ_P;12.7;13.183;sdbc
2008;BHWPQ_P;12.7;13.019;sdbc
2023;BHWPR_P;4.7;3.845;sdbc
2022;BHWPR_P;4.8;3.954;sdbc
2021;BHWPR_P;4.9;4.155;sdbc
2020;BHWPR_P;4.8;4.206;sdbc
2019;BHWPR_P;4.8;4.337;sdbc
2018;BHWPR_P;4.9;4.668;sdbc
2017;BHWPR_P;5.0;4.775;sdbc
2016;BHWPR_P;4.9;4.822;sdbc
2015;BHWPR_P;5.0;4.674;sdbc
2014;BHWPR_P;4.9;4.595;sdbc
2013;BHWPR_P;4.8;4.596;sdbc
2012;BHWPR_P;4.7;4.276;sdbc
2011;BHWPR_P;4.4;4.517;sdbc
2010;BHWPR_P;3.9;4.036;sdbc
2009;BHWPR_P;3.2;3.254;sdbc
2008;BHWPR_P;3.1;3.346;sdbc
2023;BHWPS_P;2.1;2.307;sdbc
2022;BHWPS_P;2.1;2.135;sdbc
2021;BHWPS_P;2.1;1.752;sdbc
2020;BHWPS_P;2.1;1.794;sdbc
2019;BHWPS_P;2.1;1.744;sdbc
2018;BHWPS_P;2.2;2.325;sdbc
2017;BHWPS_P;2.2;1.768;sdbc
2016;BHWPS_P;2.1;1.807;sdbc
2015;BHWPS_P;2.1;1.929;sdbc
2014;BHWPS_P;2.1;1.975;sdbc
2013;BHWPS_P;2.1;2.001;sdbc
2012;BHWPS_P;2.1;1.666;sdbc
2011;BHWPS_P;2.1;1.868;sdbc
2010;BHWPS_P;2.1;1.916;sdbc
2009;BHWPS_P;2.0;2.394;sdbc
2008;BHWPS_P;2.0;2.383;sdbc
2023;BHWPU_P;0.0;0.071;sdgeb22
2022;BHWPU_P;0.0;0.071;sdgeb22
2021;BHWPU_P;0.0;;
2020;BHWPU_P;0.0;;
2019;BHWPU_P;0.0;;
2018;BHWPU_P;0.0;;
2017;BHWPU_P;0.0;;
2016;BHWPU_P;0.0;;
2015;BHWPU_P;0.0;;
2014;BHWPU_P;0.0;;
2013;BHWPU_P;0.0;;
2012;BHWPU_P;0.0;;
2011;BHWPU_P;0.0;0.071;sdgeb22
2010;BHWPU_P;0.0;0.0;sdgeb22
2009;BHWPU_P;0.0;;
2008;BHWPU_P;0.0;0.071;sdgeb22
2021;BPOLPAR_P;40.0;;
2021;BPOLVOLG_P;59.0;;
2019;BPOLVOLG_P;60.0;7.356;sdgeb22
2021;BINVLOED_P;13.0;;
2019;BINVLOED_P;12.0;4.355;sdgeb22
2017;BINVLOED_P;13.0;3.907;sdgeb22
2015;BINVLOED_P;16.0;3.703;sdgeb22
2021;BSTEMINT_P;72.0;;
2019;BSTEMINT_P;71.0;7.219;sdgeb22
2017;BSTEMINT_P;71.0;8.84;sdgeb22
2015;BSTEMINT_P;66.0;9.643;sdgeb22
2021;BVERTRAMS_5;3.0;;
2021;DNIETISO_P;11.0;7.843;sdbc
2019;DNIETISO_P;11.0;9.576;sdbc
2023;DBOILER_P;6.0;3.306;sdbc
2021;DBOILER_P;6.0;4.038;sdbc
2019;DBOILER_P;6.0;4.571;sdbc
2021;DSCHRIFT_P;80.0;;
2019;DSCHRIFT_P;78.0;6.002;sdgeb22
2017;DSCHRIFT_P;79.0;7.637;sdgeb22
2015;DSCHRIFT_P;85.0;7.127;sdgeb22
2023;DPOLITIE_P;39.0;6.239;sdbc
2022;DPOLITIE_P;38.0;6.616;sdbc
2021;DPOLITIE_P;41.0;7.005;sdbc
2020;DPOLITIE_P;30.0;6.506;sdbc
2019;DPOLITIE_P;32.0;6.181;sdbc
2018;DPOLITIE_P;31.0;6.691;sdbc
2017;DPOLITIE_P;33.0;7.431;sdbc
2016;DPOLITIE_P;33.0;7.077;sdbc
2015;DPOLITIE_P;32.0;7.095;sdbc
2023;DZON_P;9.0;11.153;sdbc
2021;DZON_P;7.0;8.827;sdbc
2019;DZON_P;5.0;6.056;sdbc
2021;IHHINK_GEM;48700.0;19226.334;sdbc
2020;IHHINK_GEM;45900.0;18034.289;sdbc
2019;IHHINK_GEM;43400.0;16414.933;sdbc
2018;IHHINK_GEM;40300.0;14331.139;sdbc
2017;IHHINK_GEM;39800.0;14847.29;sdbc
2016;IHHINK_GEM;38400.0;14048.696;sdbc
2015;IHHINK_GEM;36800.0;13758.305;sdbc
2014;IHHINK_GEM;36300.0;14249.155;sdbc
2013;IHHINK_GEM;34200.0;12157.571;sdbc
2012;IHHINK_GEM;33700.0;12131.885;sdbc
2011;IHHINK_GEM;33200.0;11348.659;sdbc
2010;IHHINK_GEM;30700.0;8431.109;sdbc
2009;IHHINK_GEM;30700.0;8473.385;sdbc
2008;IHHINK_GEM;30600.0;9420.059;sdbc
2007;IHHINK_GEM;29600.0;9183.102;sdbc
2006;IHHINK_GEM;27500.0;8137.377;sdbc
2005;IHHINK_GEM;26100.0;7691.497;sdbc
2002;IHHINK_GEM;26300.0;6043.605;sdbc
2021;IINKQ1_P;29.0;8.825;sdbc
2020;IINKQ1_P;29.0;8.987;sdbc
2019;IINKQ1_P;29.0;8.551;sdbc
2018;IINKQ1_P;29.0;8.582;sdbc
2017;IINKQ1_P;30.0;8.96;sdbc
2016;IINKQ1_P;30.0;8.441;sdbc
2015;IINKQ1_P;30.0;8.897;sdbc
2014;IINKQ1_P;31.0;9.551;sdbc
2013;IINKQ1_P;31.0;9.722;sdbc
2012;IINKQ1_P;31.0;9.274;sdbc
2011;IINKQ1_P;32.0;9.36;sdbc
2021;IINKQ2_P;20.0;4.176;sdbc
2020;IINKQ2_P;21.0;4.256;sdbc
2019;IINKQ2_P;21.0;4.361;sdbc
2018;IINKQ2_P;21.0;4.345;sdbc
2017;IINKQ2_P;21.0;4.368;sdbc
2016;IINKQ2_P;21.0;5.076;sdbc
2015;IINKQ2_P;21.0;4.638;sdbc
2014;IINKQ2_P;22.0;4.919;sdbc
2013;IINKQ2_P;22.0;4.78;sdbc
2012;IINKQ2_P;22.0;4.893;sdbc
2011;IINKQ2_P;23.0;4.978;sdbc
2021;IINKQ3_P;17.0;2.075;sdbc
2020;IINKQ3_P;18.0;2.309;sdbc
2019;IINKQ3_P;18.0;2.321;sdbc
2018;IINKQ3_P;18.0;2.561;sdbc
2017;IINKQ3_P;18.0;2.296;sdbc
2016;IINKQ3_P;18.0;2.463;sdbc
2015;IINKQ3_P;18.0;2.698;sdbc
2014;IINKQ3_P;17.0;2.846;sdbc
2013;IINKQ3_P;18.0;2.687;sdbc
2012;IINKQ3_P;17.0;2.406;sdbc
2011;IINKQ3_P;17.0;2.405;sdbc
2021;IINKQ4_P;15.0;2.768;sdbc
2020;IINKQ4_P;15.0;2.713;sdbc
2019;IINKQ4_P;14.0;2.876;sdbc
2018;IINKQ4_P;14.0;2.832;sdbc
2017;IINKQ4_P;14.0;2.853;sdbc
2016;IINKQ4_P;14.0;3.207;sdbc
2015;IINKQ4_P;14.0;3.255;sdbc
2014;IINKQ4_P;13.0;3.272;sdbc
2013;IINKQ4_P;13.0;2.903;sdbc
2012;IINKQ4_P;13.0;3.064;sdbc
2011;IINKQ4_P;13.0;3.292;sdbc
2021;IINKQ5_P;19.0;11.572;sdbc
2020;IINKQ5_P;18.0;10.447;sdbc
2019;IINKQ5_P;18.0;10.503;sdbc
2018;IINKQ5_P;17.0;10.543;sdbc
2017;IINKQ5_P;17.0;10.624;sdbc
2016;IINKQ5_P;17.0;10.693;sdbc
2015;IINKQ5_P;17.0;10.919;sdbc
2014;IINKQ5_P;17.0;11.101;sdbc
2013;IINKQ5_P;16.0;10.975;sdbc
2012;IINKQ5_P;16.0;11.087;sdbc
2011;IINKQ5_P;15.0;10.833;sdbc
2019;ITHEIL;0.337;0.196;sdbc
2018;ITHEIL;0.28;0.161;sdbc
2017;ITHEIL;0.29;0.171;sdbc
2016;ITHEIL;0.27;0.189;sdbc
2015;ITHEIL;0.29;0.212;sdbc
2014;ITHEIL;0.218;0.109;sdbc
2013;ITHEIL;0.201;0.092;sdbc
2012;ITHEIL;0.198;0.094;sdbc
2011;ITHEIL;0.188;0.087;sdbc
2009;ITHEIL;0.186;0.08;sdbc
2006;ITHEIL;0.181;0.106;sdbc
2001;ITHEIL;0.175;0.077;sdbc
2022;IGINI;0.41;0.075;sdbc
2021;IGINI;0.421;0.074;sdbc
2020;IGINI;0.416;0.082;sdbc
2019;IGINI;0.425;0.081;sdbc
2018;IGINI;0.409;0.073;sdbc
2017;IGINI;0.405;0.073;sdbc
2016;IGINI;0.4;0.072;sdbc
2015;IGINI;0.397;0.075;sdbc
2014;IGINI;0.4;0.078;sdbc
2013;IGINI;0.391;0.073;sdbc
2012;IGINI;0.388;0.074;sdbc
2011;IGINI;0.385;0.071;sdbc
2009;IGINI;0.314;0.069;sdbc
2006;IGINI;0.307;0.076;sdbc
2001;IGINI;0.305;0.065;sdbc
2022;VGINI;0.844;0.087;sdbc
2021;VGINI;0.857;0.067;sdbc
2020;VGINI;0.865;0.066;sdbc
2019;VGINI;0.866;0.065;sdbc
2018;VGINI;0.875;0.06;sdbc
2017;VGINI;0.883;0.053;sdbc
2016;VGINI;0.896;0.045;sdbc
2015;VGINI;0.901;0.041;sdbc
2014;VGINI;0.905;0.04;sdbc
2013;VGINI;0.909;0.042;sdbc
2012;VGINI;0.896;0.049;sdbc
2011;VGINI;0.89;0.054;sdbc
2019;IMINHH120_P;16.0;6.543;sdbc
2018;IMINHH120_P;16.5;7.583;sdbc
2017;IMINHH120_P;16.9;7.214;sdbc
2016;IMINHH120_P;17.6;7.644;sdbc
2015;IMINHH120_P;18.0;7.617;sdbc
2014;IMINHH120_P;19.1;7.724;sdbc
2013;IMINHH120_P;19.0;7.786;sdbc
2012;IMINHH120_P;18.2;7.525;sdbc
2011;IMINHH120_P;17.7;7.167;sdbc
2021;IMINHH130_P;16.8;7.428;sdbc
2020;IMINHH130_P;17.5;7.712;sdbc
2019;ILANGMINHH120_P;10.9;5.116;sdbc
2018;ILANGMINHH120_P;11.0;5.189;sdbc
2017;ILANGMINHH120_P;11.1;5.277;sdbc
2016;ILANGMINHH120_P;11.3;5.306;sdbc
2015;ILANGMINHH120_P;11.3;5.112;sdbc
2014;ILANGMINHH120_P;11.3;5.206;sdbc
2013;ILANGMINHH120_P;11.0;5.121;sdbc
2012;ILANGMINHH120_P;11.0;5.014;sdbc
2021;ILANGMIN130_P;9.4;4.947;sdbc
2020;ILANGMIN130_P;9.9;5.275;sdbc
2019;ILAAGHH120_P;19.9;6.78;sdbc
2018;ILAAGHH120_P;20.5;7.456;sdbc
2017;ILAAGHH120_P;20.9;7.18;sdbc
2016;ILAAGHH120_P;21.6;7.566;sdbc
2015;ILAAGHH120_P;22.2;7.714;sdbc
2014;ILAAGHH120_P;22.9;8.075;sdbc
2013;ILAAGHH120_P;23.1;7.817;sdbc
2012;ILAAGHH120_P;22.8;7.743;sdbc
2011;ILAAGHH120_P;22.6;7.396;sdbc
2021;ILAAGHH130_P;21.7;7.677;sdbc
2020;ILAAGHH130_P;22.3;7.836;sdbc
2019;ILANGLAAGHH120_P;13.5;5.642;sdbc
2018;ILANGLAAGHH120_P;13.6;5.729;sdbc
2017;ILANGLAAGHH120_P;13.7;5.898;sdbc
2016;ILANGLAAGHH120_P;13.9;5.64;sdbc
2015;ILANGLAAGHH120_P;13.9;5.624;sdbc
2014;ILANGLAAGHH120_P;14.0;5.717;sdbc
2013;ILANGLAAGHH120_P;14.1;5.745;sdbc
2012;ILANGLAAGHH120_P;15.0;5.272;sdbc
2019;IMINJONG120_P;16.6;8.979;sdbc
2018;IMINJONG120_P;17.1;9.264;sdbc
2017;IMINJONG120_P;17.9;9.627;sdbc
2016;IMINJONG120_P;19.0;10.199;sdbc
2015;IMINJONG120_P;19.7;10.394;sdbc
2014;IMINJONG120_P;21.4;10.916;sdbc
2013;IMINJONG120_P;21.6;10.585;sdbc
2012;IMINJONG120_P;21.8;10.737;sdbc
2011;IMINJONG120_P;21.6;10.492;sdbc
2021;IMINJONG130_P;17.7;9.927;sdbc
2020;IMINJONG130_P;18.4;10.601;sdbc
2019;IMINVOLW120_P;11.4;5.127;sdbc
2018;IMINVOLW120_P;12.0;6.15;sdbc
2017;IMINVOLW120_P;12.5;5.681;sdbc
2016;IMINVOLW120_P;13.2;6.115;sdbc
2015;IMINVOLW120_P;13.8;6.271;sdbc
2014;IMINVOLW120_P;14.8;6.442;sdbc
2013;IMINVOLW120_P;14.9;6.616;sdbc
2012;IMINVOLW120_P;14.5;6.317;sdbc
2011;IMINVOLW120_P;14.1;6.025;sdbc
2021;IMINVOLW130_P;11.9;5.582;sdbc
2020;IMINVOLW130_P;12.5;5.749;sdbc
2019;IMINOUD120_P;21.3;11.313;sdbc
2018;IMINOUD120_P;21.2;11.341;sdbc
2017;IMINOUD120_P;21.3;11.25;sdbc
2016;IMINOUD120_P;21.2;11.483;sdbc
2015;IMINOUD120_P;21.0;11.327;sdbc
2014;IMINOUD120_P;22.4;11.566;sdbc
2013;IMINOUD120_P;22.3;11.449;sdbc
2012;IMINOUD120_P;20.0;10.407;sdbc
2011;IMINOUD120_P;19.5;10.031;sdbc
2021;IMINOUD130_P;23.1;12.182;sdbc
2020;IMINOUD130_P;23.9;12.679;sdbc
2019;ILANGMINJONG120_P;11.6;6.545;sdbc
2018;ILANGMINJONG120_P;12.0;6.724;sdbc
2017;ILANGMINJONG120_P;12.5;7.057;sdbc
2016;ILANGMINJONG120_P;12.9;7.067;sdbc
2015;ILANGMINJONG120_P;13.3;7.198;sdbc
2014;ILANGMINJONG120_P;13.7;7.473;sdbc
2013;ILANGMINJONG120_P;13.7;7.408;sdbc
2012;ILANGMINJONG120_P;13.9;7.235;sdbc
2021;ILANGMINJONG130_P;11.1;6.684;sdbc
2020;ILANGMINJONG130_P;11.7;7.046;sdbc
2023;IWWB_P;5.6;3.89;sdbc
2022;IWWB_P;6.1;3.183;sdbc
2021;IWWB_P;6.7;3.387;sdbc
2020;IWWB_P;5.7;3.604;sdbc
2019;IWWB_P;6.0;3.753;sdbc
2018;IWWB_P;6.3;3.875;sdbc
2017;IWWB_P;6.5;3.956;sdbc
2016;IWWB_P;6.3;3.937;sdbc
2015;IWWB_P;6.5;4.081;sdbc
2014;IWWB_P;6.4;3.794;sdbc
2013;IWWB_P;6.2;3.458;sdbc
2012;IWWB_P;6.2;3.248;sdbc
2011;IWWB_P;6.0;3.115;sdbc
2021;IAO_P;5.3;2.193;sdbc
2020;IAO_P;5.4;2.218;sdbc
2019;IAO_P;5.5;2.253;sdbc
2018;IAO_P;5.6;2.316;sdbc
2017;IAO_P;5.6;2.235;sdbc
2016;IAO_P;5.9;2.238;sdbc
2015;IAO_P;6.2;2.323;sdbc
2014;IAO_P;6.4;2.309;sdbc
2013;IAO_P;6.5;2.399;sdbc
2012;IAO_P;6.6;2.367;sdbc
2011;IAO_P;6.8;2.414;sdbc
2021;IWW_P;3.2;0.666;sdbc
2020;IWW_P;2.0;0.333;sdbc
2019;IWW_P;2.2;0.423;sdbc
2018;IWW_P;2.6;0.568;sdbc
2017;IWW_P;3.0;0.643;sdbc
2016;IWW_P;3.1;0.697;sdbc
2015;IWW_P;3.3;0.865;sdbc
2014;IWW_P;3.5;0.854;sdbc
2013;IWW_P;2.9;0.657;sdbc
2012;IWW_P;2.4;0.53;sdbc
2011;IWW_P;2.3;0.509;sdbc
2010;IWW_P;2.5;0.527;sdbc
2017;ISHV_P;2.2;1.491;sdbc
2016;ISHV_P;2.2;1.525;sdbc
2015;ISHV_P;2.3;1.521;sdbc
2014;ISHV_P;2.4;1.664;sdbc
2019;IVEOA_P;2.7;1.12;sdbc
2018;IVEOA_P;2.5;1.205;sdbc
2017;IVEOA_P;2.3;1.43;sdbc
2016;IVEOA_P;1.5;0.917;sdbc
2015;IVEOA_P;1.5;0.883;sdbc
2014;IVEOA_P;1.8;1.237;sdbc
2022;IMOEITE_P;36.0;10.243;sdgeb22
2020;IMOEITE_P;29.0;5.564;sdgeb22
2018;IMOEITE_P;34.0;9.281;sdgeb22
2021;ECONZELFSTMAN_P;65.8;7.009;sdbc
2020;ECONZELFSTMAN_P;64.2;6.941;sdbc
2022;WZSLI_I;102.0;3.749;sdgeb22
